"","Kindom","Phylum","Class","Order","Family","Genus","Species"
"OTU_15613","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","","",""
"OTU_15618","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola",""
"OTU_15620","Bacteria","","","","","",""
"OTU_15621","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","I-8",""
"OTU_15631","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Altererythrobacter",""
"OTU_15636","Bacteria","Proteobacteria","Gammaproteobacteria","HTA4","","",""
"OTU_15637","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"OTU_15642","Bacteria","","","","","",""
"OTU_15645","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexus",""
"OTU_15647","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella",""
"OTU_15653","Bacteria","Proteobacteria","Gammaproteobacteria","","","",""
"OTU_15654","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pir4_lineage",""
"OTU_15657","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_15665","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781","",""
"OTU_15666","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter",""
"OTU_15669","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Paludibacter",""
"OTU_15680","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces",""
"OTU_15683","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Jan-59","",""
"OTU_15684","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_15689","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",""
"OTU_15694","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","","",""
"OTU_15701","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_15706","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pir4_lineage",""
"OTU_15708","Bacteria","Gemmatimonadetes","unidentified_Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","",""
"OTU_15709","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","",""
"OTU_15713","Bacteria","","","","","",""
"OTU_15715","Bacteria","Actinobacteria","MB-A2-108","","","",""
"OTU_15717","Bacteria","Chloroflexi","KD4-96","","","",""
"OTU_15720","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Nannocystis",""
"OTU_15726","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Adhaeribacter",""
"OTU_15729","Bacteria","Hydrogenedentes","","","","",""
"OTU_15731","Bacteria","Chloroflexi","JG30-KF-CM66","","","",""
"OTU_15732","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_15735","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Dyadobacter",""
"OTU_15737","Bacteria","Actinobacteria","unidentified_Actinobacteria","","","",""
"OTU_15739","Bacteria","Verrucomicrobia","OPB35_soil_group","","","",""
"OTU_15740","Bacteria","Latescibacteria","","","","",""
"OTU_15741","Bacteria","","","","","",""
"OTU_15744","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","",""
"OTU_15745","Bacteria","Proteobacteria","Alphaproteobacteria","","","",""
"OTU_15746","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Marivirga",""
"OTU_15747","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","unidentified_Rhodospirillales","Candidatus_Alysiosphaera",""
"OTU_15756","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","",""
"OTU_15757","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","","",""
"OTU_15762","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","",""
"OTU_15763","Bacteria","Elusimicrobia","unidentified_Elusimicrobia","Lineage_IIb","","",""
"OTU_15765","Bacteria","Gemmatimonadetes","unidentified_Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","",""
"OTU_15766","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"OTU_15769","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Mobilitalea",""
"OTU_15771","Bacteria","","","","","",""
"OTU_15773","Bacteria","Proteobacteria","Alphaproteobacteria","","","",""
"OTU_15774","Bacteria","Thermomicrobia","unidentified_Thermomicrobia","","","",""
"OTU_15775","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_15777","Bacteria","TM6_(Dependentiae)","","","","",""
"OTU_15778","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","",""
"OTU_15785","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Cesiribacter",""
"OTU_15787","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella",""
"OTU_15788","Bacteria","Gemmatimonadetes","S0134_terrestrial_group","","","",""
"OTU_15790","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","",""
"OTU_15796","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Nibribacter",""
"OTU_15799","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Archangiaceae","Anaeromyxobacter",""
"OTU_15800","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","",""
"OTU_15806","Bacteria","Cyanobacteria","Melainabacteria","Vampirovibrionales","","",""
"OTU_15810","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Gemmata",""
"OTU_15814","Bacteria","Gemmatimonadetes","unidentified_Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","",""
"OTU_15816","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","",""
"OTU_15821","Bacteria","Elusimicrobia","unidentified_Elusimicrobia","Lineage_IV","","",""
"OTU_15834","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","","",""
"OTU_15837","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","",""
"OTU_15840","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces",""
"OTU_15842","Bacteria","Candidatus_Berkelbacteria","","","","",""
"OTU_15848","Bacteria","Saccharibacteria","","","","",""
"OTU_15852","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexus",""
"OTU_15853","Bacteria","Chloroflexi","TK10","","","",""
"OTU_15856","Bacteria","Verrucomicrobia","OPB35_soil_group","","","",""
"OTU_15860","Bacteria","","","","","",""
"OTU_15862","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","","",""
"OTU_15865","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Rhodopirellula",""
"OTU_15869","Bacteria","Actinobacteria","unidentified_Actinobacteria","Micromonosporales","Micromonosporaceae","",""
"OTU_15872","Bacteria","Chloroflexi","SAR202_clade","","","",""
"OTU_15873","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_15874","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",""
"OTU_15875","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324_clade(Marine_group_B)","","",""
"OTU_15876","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",""
"OTU_15878","Bacteria","Gemmatimonadetes","Longimicrobia","Longimicrobiales","Longimicrobiaceae","",""
"OTU_15883","Bacteria","Actinobacteria","unidentified_Actinobacteria","Propionibacteriales","Propionibacteriaceae","Aestuariimicrobium",""
"OTU_15886","Bacteria","Actinobacteria","unidentified_Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",""
"OTU_15887","Bacteria","Gemmatimonadetes","unidentified_Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa",""
"OTU_15891","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_15896","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",""
"OTU_15899","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","",""
"OTU_15902","Bacteria","Elusimicrobia","unidentified_Elusimicrobia","Lineage_IV","","",""
"OTU_15903","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Pseudogracilibacillus",""
"OTU_15904","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_15905","Bacteria","Acidobacteria","Blastocatellia","unidentified_Blastocatellia","Blastocatellaceae_(Subgroup_4)","",""
"OTU_15906","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","","",""
"OTU_15907","Bacteria","Gemmatimonadetes","unidentified_Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","unidentified_Gemmatimonadaceae","Gemmatimonadetes_bacterium_LX87"
"OTU_15919","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella",""
"OTU_15920","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_15927","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",""
"OTU_15936","Bacteria","Proteobacteria","Gammaproteobacteria","X35","","",""
"OTU_15937","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfurellales","Desulfurellaceae","H16",""
"OTU_15938","Bacteria","","","","","",""
"OTU_15941","Bacteria","Proteobacteria","Gammaproteobacteria","Acidiferrobacterales","Acidiferrobacteraceae","Sulfurifustis",""
"OTU_15944","Bacteria","Actinobacteria","unidentified_Actinobacteria","Kineosporiales","Kineosporiaceae","",""
"OTU_15948","Bacteria","Chloroflexi","","","","",""
"OTU_15952","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","",""
"OTU_15962","Bacteria","Verrucomicrobia","OPB35_soil_group","","","",""
"OTU_15981","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_15985","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",""
"OTU_15997","Bacteria","Gemmatimonadetes","S0134_terrestrial_group","","","",""
"OTU_15998","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","",""
"OTU_16002","Bacteria","Gemmatimonadetes","Longimicrobia","Longimicrobiales","Longimicrobiaceae","",""
"OTU_16005","Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales","","",""
"OTU_16009","Bacteria","Gemmatimonadetes","BD2-11_terrestrial_group","","","",""
"OTU_16012","Bacteria","Firmicutes","Limnochordia","Limnochordales","Limnochordaceae","",""
"OTU_16017","Bacteria","Verrucomicrobia","OPB35_soil_group","","","",""
"OTU_16020","Bacteria","Chlamydiae","unidentified_Chlamydiae","Chlamydiales","cvE6","",""
"OTU_16021","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","unidentified_Peptococcaceae","Desulfonosporus_sp._AAN04"
"OTU_16022","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","","",""
"OTU_16029","Bacteria","Proteobacteria","Deltaproteobacteria","Sva0485","","",""
"OTU_16031","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_16038","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","","",""
"OTU_16040","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","","",""
"OTU_16045","Bacteria","Chlamydiae","unidentified_Chlamydiae","Chlamydiales","Simkaniaceae","",""
"OTU_16059","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","MSB-1E8","",""
"OTU_16060","Bacteria","Chlorobi","Chlorobia","Chlorobiales","SJA-28","",""
"OTU_16066","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","",""
"OTU_16070","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella",""
"OTU_16072","Bacteria","Acidobacteria","Blastocatellia","unidentified_Blastocatellia","Blastocatellaceae_(Subgroup_4)","RB41",""
"OTU_16074","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","",""
"OTU_16078","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","",""
"OTU_16080","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","",""
"OTU_16083","Bacteria","Gemmatimonadetes","BD2-11_terrestrial_group","","","",""
"OTU_16089","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","",""
"OTU_16091","Bacteria","BRC1","","","","",""
"OTU_16098","Bacteria","Acidobacteria","Subgroup_15","","","",""
"OTU_16100","Bacteria","Chlorobi","Chlorobia","Chlorobiales","OPB56","",""
"OTU_16101","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_16107","Bacteria","Cyanobacteria","ML635J-21","","","",""
"OTU_16108","Bacteria","Acidobacteria","Holophagae","Subgroup_23","","",""
"OTU_16109","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","alphaI_cluster","",""
"OTU_16111","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Paludibacter",""
"OTU_16114","Bacteria","Planctomycetes","Phycisphaerae","Pla1_lineage","","",""
"OTU_16124","Bacteria","Planctomycetes","vadinHA49","","","",""
"OTU_16135","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Devosia",""
"OTU_16136","Bacteria","Verrucomicrobia","OPB35_soil_group","","","",""
"OTU_16138","Bacteria","Actinobacteria","TakashiAC-B11","","","",""
"OTU_16142","Bacteria","Spirochaetes","unidentified_Spirochaetes","Spirochaetales","Spirochaetaceae","",""
"OTU_16145","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","OM1_clade","",""
"OTU_16151","Bacteria","Chloroflexi","TK10","","","",""
"OTU_16152","Bacteria","BRC1","","","","",""
"OTU_16163","Bacteria","Actinobacteria","MB-A2-108","","","",""
"OTU_16164","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_16168","Bacteria","Proteobacteria","Gammaproteobacteria","","","",""
"OTU_16174","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfurellales","Desulfurellaceae","H16",""
"OTU_16178","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","",""
"OTU_16184","Bacteria","Gemmatimonadetes","S0134_terrestrial_group","","","",""
"OTU_16185","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","",""
"OTU_16186","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Singulisphaera",""
"OTU_16189","Bacteria","Proteobacteria","Gammaproteobacteria","KI89A_clade","","",""
"OTU_16198","Bacteria","Proteobacteria","Deltaproteobacteria","","","",""
"OTU_16201","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","","",""
"OTU_16202","Bacteria","Proteobacteria","Gammaproteobacteria","","","",""
"OTU_16203","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Blfdi19","",""
"OTU_16207","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","TM146","",""
"OTU_16216","Bacteria","Parcubacteria","Candidatus_Campbellbacteria","","","",""
"OTU_16218","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02",""
"OTU_16225","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Gemmata",""
"OTU_16230","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781","",""
"OTU_16232","Bacteria","","","","","",""
"OTU_16237","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Chryseolinea",""
"OTU_16239","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","",""
"OTU_16241","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Coxiella",""
"OTU_16244","Bacteria","Planctomycetes","Phycisphaerae","CCM11a","","",""
"OTU_16257","Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","","",""
"OTU_16258","Bacteria","Chloroflexi","JG30-KF-CM66","","","",""
"OTU_16263","Bacteria","TM6_(Dependentiae)","","","","",""
"OTU_16265","Bacteria","Verrucomicrobia","OPB35_soil_group","","","",""
"OTU_16267","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","","",""
"OTU_16268","Bacteria","WS1","","","","",""
"OTU_16270","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","","",""
"OTU_16271","Bacteria","Actinobacteria","Nitriliruptoria","Nitriliruptorales","Nitriliruptoraceae","",""
"OTU_16274","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella",""
"OTU_16275","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_16279","Bacteria","Proteobacteria","","","","",""
"OTU_16281","Bacteria","Chloroflexi","S085","","","",""
"OTU_16285","Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Aminivibrio","bacterium_enrichment_culture_clone_GD-A-37"
"OTU_16287","Bacteria","Elusimicrobia","unidentified_Elusimicrobia","Lineage_IIc","","",""
"OTU_16291","Bacteria","","","","","",""
"OTU_16296","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Coxiella",""
"OTU_16301","Bacteria","Gemmatimonadetes","BD2-11_terrestrial_group","","","",""
"OTU_16303","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolinea",""
"OTU_16305","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","","",""
"OTU_16316","Bacteria","Proteobacteria","Gammaproteobacteria","","","",""
"OTU_16325","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","[Clostridium]_fimetarium"
"OTU_16337","Bacteria","Chlamydiae","unidentified_Chlamydiae","Chlamydiales","Parachlamydiaceae","",""
"OTU_16343","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_16347","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_16349","Bacteria","Gemmatimonadetes","unidentified_Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",""
"OTU_16350","Bacteria","Proteobacteria","Gammaproteobacteria","","","",""
"OTU_16355","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Singulisphaera",""
"OTU_16356","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","",""
"OTU_16367","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Magnetospirillum",""
"OTU_16372","Bacteria","Omnitrophica","","","","",""
"OTU_16376","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","","",""
"OTU_16377","Bacteria","Elusimicrobia","unidentified_Elusimicrobia","Lineage_IIa","","",""
"OTU_16379","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","","",""
"OTU_16381","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_16382","Bacteria","Actinobacteria","unidentified_Actinobacteria","","","",""
"OTU_16383","Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","",""
"OTU_16385","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_16387","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","","",""
"OTU_16394","Bacteria","Chloroflexi","SJA-68","","","",""
"OTU_16395","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"OTU_16396","Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","","",""
"OTU_16401","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","","",""
"OTU_16404","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group","unidentified_DA101_soil_group","Verrucomicrobia_bacterium_OR-59"
"OTU_16408","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","","",""
"OTU_16409","Bacteria","Chloroflexi","Chloroflexia","","","",""
"OTU_16416","Bacteria","Proteobacteria","Gammaproteobacteria","unidentified_Gammaproteobacteria","unidentified_Gammaproteobacteria","Permianibacter",""
"OTU_16418","Bacteria","Chloroflexi","MSB-5E12","","","",""
"OTU_16419","Bacteria","Planctomycetes","OM190","","","",""
"OTU_16420","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","",""
"OTU_16422","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_16424","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"OTU_16429","Bacteria","Aminicenantes","","","","",""
"OTU_16431","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","",""
"OTU_16452","Bacteria","Actinobacteria","unidentified_Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia",""
"OTU_16456","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_16457","Bacteria","Planctomycetes","","","","",""
"OTU_16458","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Variibacter",""
"OTU_16463","Bacteria","Thermomicrobia","unidentified_Thermomicrobia","JG30-KF-CM45","","",""
"OTU_16466","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Kroppenstedtia",""
"OTU_16473","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas",""
"OTU_16476","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_16480","Bacteria","Elusimicrobia","unidentified_Elusimicrobia","Lineage_IIb","","",""
"OTU_16482","Bacteria","Omnitrophica","","","","",""
"OTU_16484","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","",""
"OTU_16488","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",""
"OTU_16489","Bacteria","BRC1","","","","",""
"OTU_16490","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_16492","Bacteria","Armatimonadetes","","","","",""
"OTU_16493","Bacteria","Gemmatimonadetes","Longimicrobia","Longimicrobiales","Longimicrobiaceae","",""
"OTU_16501","Bacteria","Bacteroidetes","","","","",""
"OTU_16506","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","Hydrogenophaga_intermedia"
"OTU_16507","Bacteria","Armatimonadetes","","","","",""
"OTU_16508","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pir4_lineage",""
"OTU_16510","Bacteria","Acidobacteria","unidentified_Acidobacteria","Acidobacteriales","Acidobacteriaceae_(Subgroup_1)","",""
"OTU_16514","Bacteria","Chloroflexi","KD4-96","","","",""
"OTU_16515","Bacteria","Latescibacteria","unidentified_Latescibacteria","unidentified_Latescibacteria","unidentified_Latescibacteria","Candidatus_Latescibacter",""
"OTU_16516","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","TM146","",""
"OTU_16517","Bacteria","Firmicutes","Clostridia","Halanaerobiales","ODP1230B8.23","",""
"OTU_16518","Bacteria","Chloroflexi","P2-11E","","","",""
"OTU_16522","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexus",""
"OTU_16532","Bacteria","Acidobacteria","Blastocatellia","unidentified_Blastocatellia","Blastocatellaceae_(Subgroup_4)","RB41",""
"OTU_16536","Bacteria","Proteobacteria","Alphaproteobacteria","","","",""
"OTU_16537","Bacteria","Actinobacteria","TakashiAC-B11","","","",""
"OTU_16538","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","","",""
"OTU_16539","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",""
"OTU_16541","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","",""
"OTU_16543","Bacteria","Chlamydiae","unidentified_Chlamydiae","Chlamydiales","cvE6","",""
"OTU_16544","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces",""
"OTU_16558","Bacteria","Chloroflexi","Dehalococcoidia","FS117-23B-02","","",""
"OTU_16560","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","","",""
"OTU_16561","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Coxiella",""
"OTU_16565","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41","",""
"OTU_16569","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"OTU_16575","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"OTU_16579","Bacteria","","","","","",""
"OTU_16582","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",""
"OTU_16584","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",""
"OTU_16585","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella",""
"OTU_16588","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Proteiniclasticum",""
"OTU_16606","Bacteria","Acidobacteria","Subgroup_17","","","",""
"OTU_16616","Bacteria","Planctomycetes","OM190","","","",""
"OTU_16621","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",""
"OTU_16628","Bacteria","Fibrobacteres","Chitinivibrionia","","","",""
"OTU_16629","Bacteria","Bacteroidetes","unidentified_Bacteroidetes","Order_II","Rhodothermaceae","",""
"OTU_16631","Bacteria","Elusimicrobia","unidentified_Elusimicrobia","MVP-88","","",""
"OTU_16637","Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","possible_family_01","",""
"OTU_16640","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Sedimentibacter",""
"OTU_16662","Bacteria","Proteobacteria","Gammaproteobacteria","KI89A_clade","","",""
"OTU_16671","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","",""
"OTU_16675","Bacteria","","","","","",""
"OTU_16683","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","","",""
"OTU_16691","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",""
"OTU_16700","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","","",""
